,GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS,Unnamed: 46
5860,URN:CornellLabOfOrnithology:EBIRD:OBS833243561,2020-04-04 23:01:21,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Bastion Point,L2552516,H,-37.57124,149.76356,2019-11-30,16:00:00,obsr450535,S61860559,Traveling,P22,EBIRD_AU,120.0,5.0,,2.0,1,G4711236,0,1,0,,Clearing skies and abating south westerly wind.  Mostly overcast,,
5861,URN:CornellLabOfOrnithology:EBIRD:OBS694898601,2020-02-29 00:19:17,5753,species,Hooded Plover,Thinornis cucullatus,,,9,NY,C4,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Gunnamatta Beach,L2547409,H,-38.44659,144.85542,2019-01-07,06:45:00,obsr352905,S51403993,Traveling,P22,EBIRD_AU,120.0,6.0,,1.0,1,,0,1,0,,HP monitoring ,"1 nest with 2 chicks, 3 nests with eggs",
5862,URN:CornellLabOfOrnithology:EBIRD:OBS834913181,2020-02-29 00:29:47,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Colac-Otway,AU-VIC-COL,,,,,Wild Dog Creek,L10236235,P,-38.7338335,143.6875809,2019-12-05,12:50:00,obsr977531,S61990408,Traveling,P22,EBIRD_AU,15.0,0.5,,1.0,0,,1,1,0,,,,
5863,URN:CornellLabOfOrnithology:EBIRD:OBS721555607,2020-02-17 03:18:26,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,New South Wales,AU-NSW,Shoalhaven,AU-NSW-SHO,,,,,"Racecourse Beach, Ulladulla",L2541593,H,-35.3761915,150.46571370000000,2019-03-08,19:00:00,obsr1139622,S53589450,Traveling,P22,EBIRD_AU,50.0,0.5,,2.0,1,G3925545,0,1,0,,,,
5864,URN:CornellLabOfOrnithology:EBIRD:OBS763989294,2020-02-29 00:33:03,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Colac-Otway,AU-VIC-COL,,,,,Wild Dog Creek Mouth,L6567587,H,-38.736005,143.68424,2019-05-22,09:35:00,obsr1333739,S56601231,Traveling,P22,EBIRD,27.0,1.0390000000000000,,1.0,1,,0,1,0,,,,
5865,URN:CornellLabOfOrnithology:EBIRD:OBS824945112,2019-11-06 11:03:53,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Tasmania,AU-TAS,Kingborough,AU-TAS-KIN,,,,,"Cape Queen Elizabeth Track, Great Bay, Tasmania, AU (-43.235, 147.383)",L10019185,P,-43.2354485,147.38277380000000,2019-10-12,09:45:00,obsr637918,S61225379,Traveling,P22,EBIRD,100.0,3.0,,6.0,1,G4645546,0,1,0,,,,
5866,URN:CornellLabOfOrnithology:EBIRD:OBS714377178,2020-02-28 21:12:47,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Cape Woolamai,L922087,H,-38.5515351,145.35092350000000,2019-02-23,10:45:00,obsr961222,S53040416,Traveling,P22,EBIRD,150.0,9.2,,2.0,1,,0,1,0,,Walked coastal trail circuit,,
5867,URN:CornellLabOfOrnithology:EBIRD:OBS824874339,2019-11-06 04:52:45,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Tasmania,AU-TAS,Break O'Day,AU-TAS-BRE,,,,,Jeanneret Beach,L10120248,P,-41.2366322,148.29098020000000,2019-11-06,07:50:00,obsr915945,S61219633,Stationary,P21,EBIRD,45.0,,,3.0,1,,0,1,0,,mostly cloudy,,
5868,URN:CornellLabOfOrnithology:EBIRD:OBS781748168,2020-02-28 21:12:47,5753,species,Hooded Plover,Thinornis cucullatus,,,7,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Cape Woolamai,L922087,H,-38.5515351,145.35092350000000,2019-07-04,15:30:00,obsr611702,S57910691,Traveling,P22,EBIRD_AU,85.0,5.0,,1.0,1,,0,1,0,,,,
5869,URN:CornellLabOfOrnithology:EBIRD:OBS809076623,2019-09-24 03:28:24,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Tasmania,AU-TAS,Tasman,AU-TAS-TAS,,,,,Tasman National Park--Fortescue Bay,L2548038,H,-43.1428822,147.9626628,2019-02-19,,obsr450350,S60072166,Historical,P62,EBIRD_AU,,,,2.0,1,,0,1,0,,walk along beach area and campground.,,
5870,URN:CornellLabOfOrnithology:EBIRD:OBS824088817,2019-11-03 19:28:18,5753,species,Hooded Plover,Thinornis cucullatus,,,4,FL,C4,,Australia,AU,Western Australia,AU-WA,Manjimup,AU-WA-MNJ,,,,,Windy Harbour,L2557156,H,-34.83747,116.02249000000000,2019-11-03,13:24:00,obsr409424,S61161761,Traveling,P22,EBIRD_AU,112.0,3.3,,2.0,1,G4638808,0,1,0,,,"2adults,2juv",
5871,URN:CornellLabOfOrnithology:EBIRD:OBS804413118,2019-09-12 22:30:44,5753,species,Hooded Plover,Thinornis cucullatus,,,12,,,,Australia,AU,Tasmania,AU-TAS,Sorell,AU-TAS-SOR,,,,,Marion Bay--Long Spit,L1206904,H,-42.829212300000000,147.8733158,2019-09-13,10:55:00,obsr408549,S59723087,Traveling,P22,EBIRD_AU,27.0,1.143,,1.0,1,,0,1,0,,,,
5872,URN:CornellLabOfOrnithology:EBIRD:OBS734220490,2019-04-06 01:27:12,5753,species,Hooded Plover,Thinornis cucullatus,,,13,,,,Australia,AU,Tasmania,AU-TAS,Glamorgan/Spring Bay,AU-TAS-GLA,,,,,Nine Mile Beach,L8984711,P,-42.09257,148.12213,2019-04-06,14:41:00,obsr236487,S54609652,Traveling,P22,EBIRD_AU,73.0,1.5,,2.0,1,G4014577,0,1,0,,,2ad + 4ad + (2juv + 5ad),
5873,URN:CornellLabOfOrnithology:EBIRD:OBS814516647,2020-02-28 22:30:41,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Bancoora Beach,L2548456,H,-38.293820000000000,144.40391,2019-10-09,11:30:00,obsr182845,S60472086,Traveling,P22,EBIRD,90.0,3.0,,1.0,1,,1,1,0,,,,
5874,URN:CornellLabOfOrnithology:EBIRD:OBS837781342,2019-12-14 02:13:19,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,South Australia,AU-SA,Kangaroo Island,AU-SA-KAN,,,,,Vivonne Bay,L2543473,H,-35.980780000000000,137.1825,2019-12-14,17:02:00,obsr1487530,S62284344,Traveling,P22,EBIRD,27.0,1.26,,1.0,1,,0,1,0,,,,
5875,URN:CornellLabOfOrnithology:EBIRD:OBS823180682,2019-11-01 18:26:18,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,South Australia,AU-SA,Kangaroo Island,AU-SA-KAN,,,,,Hanson Bay,L2543154,H,-36.019940000000000,136.85394,2019-11-01,08:02:00,obsr190987,S61099307,Incidental,P20,EBIRD,,,,1.0,0,,0,1,0,,,"1 on 2nd Bay, 2 on 3rd bay",
5876,URN:CornellLabOfOrnithology:EBIRD:OBS814540649,2020-03-26 11:31:38,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Point Roadknight,L2547426,H,-38.4289166,144.1810942,2019-10-09,14:51:00,obsr56476,S60473790,Traveling,P22,EBIRD,38.0,0.483,,13.0,1,G4569559,1,1,0,,,,
5877,URN:CornellLabOfOrnithology:EBIRD:OBS814672022,2020-03-26 11:31:38,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Point Roadknight,L2547426,H,-38.4289166,144.1810942,2019-10-09,14:51:00,obsr398985,S60483283,Traveling,P22,EBIRD,38.0,0.483,,13.0,1,G4569559,1,1,0,,,,
5878,URN:CornellLabOfOrnithology:EBIRD:OBS816771029,2020-02-28 23:01:45,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Point Roadknight,L2547426,H,-38.4289166,144.1810942,2019-10-15,16:30:00,obsr166500,S60636971,Traveling,P22,EBIRD,33.0,0.8290000000000000,,9.0,1,G4584966,1,1,0,,,,
5879,URN:CornellLabOfOrnithology:EBIRD:OBS777517478,2020-02-28 21:12:10,5753,species,Hooded Plover,Thinornis cucullatus,,,6,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Woolamai Surf Beach,L5955048,H,-38.5439825,145.3395161,2019-06-22,08:00:00,obsr556373,S57575579,Traveling,P22,EBIRD,120.0,3.0,,1.0,1,,0,1,0,,,,
5880,URN:CornellLabOfOrnithology:EBIRD:OBS729009025,2019-03-27 19:10:36,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Tasmania,AU-TAS,King Island,AU-TAS-KNS,,,,,Duck Bay (Surprise Bay),L8918559,H,-40.1330335,143.90107370000000,2019-03-25,11:59:00,obsr515325,S54201670,Traveling,P22,EBIRD_AU,30.0,0.5,,7.0,1,G3981754,0,1,0,,"Surprise Bay (-40.133, 143.902)",,
5881,URN:CornellLabOfOrnithology:EBIRD:OBS815409477,2019-10-11 23:43:40,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Tasmania,AU-TAS,Kingborough,AU-TAS-KIN,,,,,Cape Queen Elizabeth Track,L2224136,H,-43.241763900000000,147.3930931,2019-10-12,13:09:00,obsr441547,S60540435,Traveling,P22,EBIRD,91.0,5.485,,1.0,1,,0,1,0,,Overcast and mild.,,
5882,URN:CornellLabOfOrnithology:EBIRD:OBS871392105,2020-04-11 03:07:17,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Griffiths Island,L2064000,H,-38.393060600000000,142.2462286,2019-06-08,,obsr1534505,S65223770,Historical,P62,EBIRD_AU,,,,1.0,1,,0,1,0,,,,
5883,URN:CornellLabOfOrnithology:EBIRD:OBS745045874,2020-02-28 22:31:29,5753,species,Hooded Plover,Thinornis cucullatus,,,15,,,"Unknown Sex, Adult (11); Unknown Sex, Immature (4)",Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Lake Victoria,L2548623,H,-38.27322,144.59381000000000,2019-04-25,09:36:00,obsr450440,S55411853,Traveling,P22,EBIRD_AU,110.0,2.0,,1.0,1,,0,1,0,,,,
5884,URN:CornellLabOfOrnithology:EBIRD:OBS840125073,2019-12-20 09:45:06,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,"Unknown Sex, Juvenile (2); Unknown Sex, Adult (1)",Australia,AU,South Australia,AU-SA,Charles Sturt,AU-SA-CHA,,,,,West Beach,L2542955,H,-34.934740000000000,138.49807000000000,2019-11-19,17:10:00,obsr1121404,S62464690,Stationary,P21,EBIRD_AU,10.0,,,2.0,1,,0,1,0,,,Made sure we did not get too close to the fenced area protecting the nesting birds to avoid disturbing them,
5885,URN:CornellLabOfOrnithology:EBIRD:OBS800237232,2019-10-07 01:54:52,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,Western Australia,AU-WA,Denmark,AU-WA-DEN,,,,,"Lights Beach, Western Australia, AU (-35.022, 117.275)",L9862019,P,-35.0222557,117.2751926,2019-09-01,07:53:00,obsr720408,S59413292,Stationary,P21,EBIRD_AU,25.0,,,2.0,1,,1,1,0,,"Weather fine, cool, windy",,
5886,URN:CornellLabOfOrnithology:EBIRD:OBS834637279,2020-02-29 00:19:17,5753,species,Hooded Plover,Thinornis cucullatus,,,8,NE,C4,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Gunnamatta Beach,L2547409,H,-38.44659,144.85542,2019-12-03,09:00:00,obsr755853,S61968910,Traveling,P22,EBIRD_AU,120.0,8.0,,2.0,1,G4720497,0,1,0,,HP monitoring,,
5887,URN:CornellLabOfOrnithology:EBIRD:OBS831973343,2020-02-28 22:58:56,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Barwon River Estuary at Geelong Rd East,L8611217,H,-38.275451000000000,144.496704,2019-11-26,18:35:00,obsr19060,S61759267,Stationary,P21,EBIRD_AU,148.0,,,2.0,1,,0,1,0,,,,
5888,URN:CornellLabOfOrnithology:EBIRD:OBS707184634,2020-02-17 03:26:58,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,New South Wales,AU-NSW,Shoalhaven,AU-NSW-SHO,,,,,"Inyadda Beach and Coastal Pathway, Manyana",L8202515,H,-35.2549592,150.5262407,2019-02-06,14:54:00,obsr804601,S52424092,Incidental,P20,EBIRD,,,,1.0,0,,0,1,0,,,2 adult 2 juvenile,
5889,URN:CornellLabOfOrnithology:EBIRD:OBS803817052,2020-02-28 23:42:00,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Snowy River Mouth Walking Track,L2551987,H,-37.79721,148.54351,2019-09-06,10:00:00,obsr535437,S59677938,Traveling,P22,EBIRD_AU,105.0,3.0,,1.0,1,G4501924,0,1,0,,"warm 16°C, partly cloudy, light breeze; note that the shoreline has changed, with the sandbars joining together n much higher than when i was last there. this is part of the world shorebirds day attempt",,
5890,URN:CornellLabOfOrnithology:EBIRD:OBS819598915,2020-02-28 23:42:00,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Snowy River Mouth Walking Track,L2551987,H,-37.79721,148.54351,2019-10-21,09:00:00,obsr450819,S60835116,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,"quite calm, patchy  conditions;  lowtide @ snowy river mouth 9.21am; however, tho' being there till 10am, there's not the usual high no. of birds, that one sees at low tide; some even appear to be roosting, perhaps, they were on the foreshore whichis hidden from view",appear to be on the side side of the dunes as seen in the past few days,
5891,URN:CornellLabOfOrnithology:EBIRD:OBS736829849,2020-02-28 23:34:28,5753,species,Hooded Plover,Thinornis cucullatus,,,5,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,"Campbell Street, Port Fairy, Victoria, AU (-38.387, 142.232)",L8453712,P,-38.3874026,142.231853,2019-04-11,09:59:00,obsr949848,S54816663,Traveling,P22,EBIRD,85.0,2.37,,4.0,1,,0,1,0,,,On south beach,
5892,URN:CornellLabOfOrnithology:EBIRD:OBS839491361,2020-04-03 05:44:09,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,New South Wales,AU-NSW,Bega Valley,AU-NSW-BEG,,,,,Wallaga Lake entrance,L2550521,H,-36.36991,150.07982000000000,2019-12-14,18:33:00,obsr1047923,S62413175,Stationary,P21,EBIRD,60.0,,,1.0,1,,0,1,0,,,,
5893,URN:CornellLabOfOrnithology:EBIRD:OBS830448965,2020-01-04 20:26:10,5753,species,Hooded Plover,Thinornis cucullatus,,,2,ON,C4,,Australia,AU,Tasmania,AU-TAS,Kingborough,AU-TAS-KIN,,,,,Adventure Bay,L943017,H,-43.364189700000000,147.3341274,2019-11-22,18:50:00,obsr298922,S61643412,Traveling,P22,EBIRD,90.0,1.0,,2.0,1,G4687442,1,1,0,,after-dinner stroll from W end of Lumeah Road to the general store,"good long looks, lifebird for Lynn.  one rested down on nest, left it briefly, returned and roosted again.",
5894,URN:CornellLabOfOrnithology:EBIRD:OBS717525219,2020-02-28 23:42:57,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Betka River Mouth and Beach,L2552344,H,-37.58444,149.73936,2019-03-03,10:19:00,obsr19060,S53299867,Traveling,P22,EBIRD_AU,39.0,1.4180000000000000,,2.0,1,,0,1,0,,,,
5895,URN:CornellLabOfOrnithology:EBIRD:OBS779962749,2020-02-17 00:35:34,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,New South Wales,AU-NSW,Bega Valley,AU-NSW-BEG,,,,,Wallaga Lake entrance,L2550521,H,-36.36991,150.07982000000000,2019-06-29,09:21:00,obsr907267,S57769574,Traveling,P22,EBIRD_AU,44.0,1.6,,1.0,1,,0,1,0,,,,
5896,URN:CornellLabOfOrnithology:EBIRD:OBS784877633,2020-06-01 08:29:58,5753,species,Hooded Plover,Thinornis cucullatus,,,11,,,,Australia,AU,Tasmania,AU-TAS,Glamorgan/Spring Bay,AU-TAS-GLA,,,,,Prosser River Spit,L1163828,H,-42.5542184,147.8792381,2019-07-14,10:03:00,obsr800750,S58161004,Traveling,P22,EBIRD,48.0,1.0,,8.0,1,G4358136,0,1,0,,Cold and windy. ,,
5897,URN:CornellLabOfOrnithology:EBIRD:OBS844174464,2020-06-01 08:29:58,5753,species,Hooded Plover,Thinornis cucullatus,,,6,,,,Australia,AU,Tasmania,AU-TAS,Glamorgan/Spring Bay,AU-TAS-GLA,,,,,Prosser River Spit,L1163828,H,-42.5542184,147.8792381,2019-12-08,12:30:00,obsr1295723,S62790572,Traveling,P22,EBIRD_AU,90.0,2.0,,2.0,1,,0,1,0,,"clear day, light breeze",,
5898,URN:CornellLabOfOrnithology:EBIRD:OBS717673816,2019-03-03 18:39:54,5753,species,Hooded Plover,Thinornis cucullatus,,,120,,,,Australia,AU,Western Australia,AU-WA,Esperance,AU-WA-ESP,,,,,Mullet Lake Nature Reserve,L5385058,H,-33.8043606,121.95799,2019-03-03,16:10:00,obsr432504,S53312969,Traveling,P22,EBIRD,54.0,1.0,,1.0,1,,0,1,0,,Sunny with moderate breeze. ,"Estimate. Groups of 50, 50 and 30.",
5899,URN:CornellLabOfOrnithology:EBIRD:OBS782004787,2020-05-09 17:54:48,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,South Australia,AU-SA,Holdfast Bay,AU-SA-HOL,,,,,Seacliff and Marino Rocks Coastal Path,L2541945,H,-35.0396002,138.5143918,2019-07-05,11:46:00,obsr450224,S57930980,Incidental,P20,EBIRD,,,,1.0,0,,0,1,0,,,,
5900,URN:CornellLabOfOrnithology:EBIRD:OBS762074523,2020-02-28 22:58:59,5753,species,Hooded Plover,Thinornis cucullatus,,,21,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,"49–105 Lings Road, Connewarre AU-VIC (-38.2778,144.4644)",L9296150,P,-38.277768,144.464395,2019-05-19,08:41:00,obsr1368064,S56478078,Traveling,P22,EBIRD,92.0,3.0,,2.0,1,G4195543,1,1,0,,,,
5901,URN:CornellLabOfOrnithology:EBIRD:OBS831124945,2020-04-05 22:25:22,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Lake Tyers Beach,L2531386,H,-37.85859,148.08506,2019-11-20,17:50:00,obsr1159398,S61694126,Traveling,P22,EBIRD,70.0,2.0,,4.0,1,G4688751,0,1,0,,Observations by Janine Duffy and Martin Maderthaner with birders from India. Water level very low in inlet.,,
5902,URN:CornellLabOfOrnithology:EBIRD:OBS782385914,2020-04-03 21:30:06,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Cape Paterson (town),L5184613,P,-38.6709696,145.61210630000000,2019-07-05,15:10:00,obsr1329867,S57963530,Traveling,P22,EBIRD_AU,70.0,2.0,,1.0,1,,0,1,0,,,,
5903,URN:CornellLabOfOrnithology:EBIRD:OBS816969381,2020-02-28 23:37:53,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Croajingolong National Park--Shipwreck Creek,L2041682,H,-37.6462477,149.7004795,2019-10-16,06:39:00,obsr450768,S60652602,Traveling,P22,EBIRD_AU,116.0,4.7,,1.0,1,,1,1,0,,Fine.,,
5904,URN:CornellLabOfOrnithology:EBIRD:OBS693927183,2020-06-03 08:44:12,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Tasmania,AU-TAS,Circular Head,AU-TAS-CIR,,,,,East Inlet,L3039293,H,-40.7970518,145.27372740000000,2019-01-05,14:00:00,obsr835553,S51325362,Traveling,P22,EBIRD,30.0,2.0,,1.0,1,,1,1,0,,"A very nice if windy stroll! Despite the fun of watching the Red Caps and Hoodies, the astonishing highlight was the partial carcass of a Sperm Whale!!!",A pair sedately foraging around the edges of the Red Caps!,
5905,URN:CornellLabOfOrnithology:EBIRD:OBS811248908,2020-02-28 23:01:45,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Point Roadknight,L2547426,H,-38.4289166,144.1810942,2019-09-30,11:56:00,obsr219103,S60230122,Traveling,P22,EBIRD_AU,45.0,0.644,,1.0,1,,1,1,0,,,,
5906,URN:CornellLabOfOrnithology:EBIRD:OBS806562148,2019-11-15 15:32:38,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Western Australia,AU-WA,Broomehill-Tambellup,AU-WA-BRT,,,,,"Toolbrunup Road, Lake Toolbrunup, Western Australia, AU (-34.183, 117.962)",L9882202,P,-34.182827200000000,117.96182480000000,2019-09-06,12:17:00,obsr849146,S59883391,Traveling,P22,EBIRD,41.0,1.5,,6.0,0,G4517686,1,1,0,,Birds observed around Lake Anderson.,,
5907,URN:CornellLabOfOrnithology:EBIRD:OBS826705208,2020-02-29 02:09:04,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Captain Stevensons Point,L2552541,H,-37.55842,149.76386000000000,2019-11-11,15:58:00,obsr301599,S61353662,Traveling,P22,EBIRD,23.0,0.071,,2.0,1,,0,1,0,,,Out of warning area,
5908,URN:CornellLabOfOrnithology:EBIRD:OBS709791541,2019-02-13 02:35:02,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,South Australia,AU-SA,Yorke Peninsula,AU-SA-YOR,,,,,Innes National Park,L1299637,H,-35.2264384,136.89531330000000,2019-02-13,16:08:00,obsr607437,S52644882,Traveling,P22,EBIRD,91.0,2.35,,1.0,1,,0,1,0,,,,
5909,URN:CornellLabOfOrnithology:EBIRD:OBS837204106,2019-12-11 22:40:33,5753,species,Hooded Plover,Thinornis cucullatus,,,8,,,,Australia,AU,Tasmania,AU-TAS,Glamorgan/Spring Bay,AU-TAS-GLA,,,,,Orford Bird Sanctuary,L8311296,P,-42.553177000000000,147.880781,2019-12-03,16:24:00,obsr517536,S62237179,Traveling,P22,EBIRD,45.0,0.25,,2.0,1,,0,1,0,,,Including 4 large chicks,
5910,URN:CornellLabOfOrnithology:EBIRD:OBS717567903,2020-04-11 03:07:17,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Griffiths Island,L2064000,H,-38.393060600000000,142.2462286,2019-02-26,07:15:00,obsr394440,S53303016,Traveling,P22,EBIRD,60.0,2.414,,1.0,0,,0,1,0,,,,
5911,URN:CornellLabOfOrnithology:EBIRD:OBS802672575,2019-09-12 02:23:45,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Tasmania,AU-TAS,Kingborough,AU-TAS-KIN,,,,,"24 Francis Lane, Adventure Bay, Tasmania, AU (-43.37, 147.34)",L9889437,P,-43.370333200000000,147.33997550000000,2019-09-08,09:33:00,obsr182040,S59595890,Traveling,P22,EBIRD_AU,95.0,1.87,,3.0,1,G4504024,0,1,0,,Morning walk,,
5912,URN:CornellLabOfOrnithology:EBIRD:OBS751551025,2020-02-29 00:21:39,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Flinders Ocean Beach,L2549966,H,-38.48315,145.01804000000000,2019-05-05,15:00:00,obsr809808,S55833321,Traveling,P22,EBIRD,60.0,2.0,,2.0,1,,1,1,0,,,,
5913,URN:CornellLabOfOrnithology:EBIRD:OBS696004842,2019-01-08 18:10:04,5753,species,Hooded Plover,Thinornis cucullatus,,,5,,,,Australia,AU,South Australia,AU-SA,Victor Harbor,AU-SA-VIC,,,,,"Parson's/Sheepies Beaches, Waitpinga",L3010187,P,-35.63212,138.47511,2019-01-08,14:57:00,obsr189672,S51477356,Traveling,P22,EBIRD,75.0,1.287,,1.0,1,,0,1,0,,"Weather: Mostly sunny with scattered cloud, cool, mod SE wind. Walking observations from 1445 to 1600 over a one way distance of 0.8 mi. Birdlife Aust. HP breeding survey. Parsons Bch only surveyed","3:31 PM, 3 adults (1 with orange flag EV) & 2 juveniles (white flag letters PR & PT that were recently banded).  , (-35.63018, 138.46625)",
5914,URN:CornellLabOfOrnithology:EBIRD:OBS726350537,2020-02-28 22:53:40,5753,species,Hooded Plover,Thinornis cucullatus,,,5,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Blue Rocks,L4051176,H,-38.2838273,144.42650560000000,2019-03-13,16:00:00,obsr825168,S53995320,Traveling,P22,EBIRD_AU,30.0,0.2,,1.0,0,,0,1,0,,,,
5915,URN:CornellLabOfOrnithology:EBIRD:OBS746116562,2020-02-28 22:31:29,5753,species,Hooded Plover,Thinornis cucullatus,,,20,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Lake Victoria,L2548623,H,-38.27322,144.59381000000000,2019-04-28,08:06:00,obsr19060,S55484713,Traveling,P22,EBIRD_AU,51.0,1.297,,2.0,1,,1,1,0,,,,
5916,URN:CornellLabOfOrnithology:EBIRD:OBS817503532,2020-04-13 01:33:44,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Point Grey,L3103478,H,-38.5488199,143.98684320000000,2019-10-13,15:00:00,obsr675279,S60692770,Traveling,P22,EBIRD,60.0,0.966,,12.0,1,,0,1,0,,,,
